Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
433;79588505;33551798;J. F. BEZERRA COMERCIO LTDA;N;;;;31/01/2022;04/02/2022;02/02/2022;266,15;180,15;0;86;8,00524E+12
433;79588506;33551799;J. F. BEZERRA COMERCIO LTDA;S;S;S;S;31/01/2022;04/02/2022;02/02/2022;120;120;0;0;8,00524E+12
01M;40950687;33537963;JOANA QUEIROZ ALMEIDA ME;S;N;N;N;28/01/2022;31/01/2022;02/02/2022;145,28;142,88;2,4;0;1,09816E+12
01M;59387599;33476913;LORENA COSTA MAIA - ME;N;;;;18/01/2022;19/01/2022;02/02/2022;709,796;615,78;2,4;91,616;2,67605E+13
01M;59387635;33510641;LORENA COSTA MAIA - ME;N;;;;24/01/2022;26/01/2022;02/02/2022;669,681;585,77;0;83,911;2,67605E+13
01M;59387700;33541792;LORENA COSTA MAIA - ME;S;N;N;S;28/01/2022;30/01/2022;02/02/2022;3200;3200;0;0;2,67605E+13
433;59162626;33371853;MERCADINHO MIRAGEM LTDA;S;N;N;S;10/12/2021;16/12/2021;02/02/2022;511,53;510,33;1,2;-5,68E-14;1,19398E+13
433;59162627;33371854;MERCADINHO MIRAGEM LTDA;N;;;;10/12/2021;16/12/2021;02/02/2022;1065,9;1051,5;0;14,4;1,19398E+13
20;70833748;33492009;CAIO LIBORIO COMERCIAL DE ALIMENTOS LTDA;S;N;N;N;20/01/2022;27/01/2022;02/02/2022;302,948;236,8;66,148;0;1,29484E+13
20;70833761;33509917;CAIO LIBORIO COMERCIAL DE ALIMENTOS LTDA;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;800;800;0;0;1,29484E+13
20;70833762;33509918;CAIO LIBORIO COMERCIAL DE ALIMENTOS LTDA;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;55,48;55,48;0;0;1,29484E+13
20;70833774;33531505;CAIO LIBORIO COMERCIAL DE ALIMENTOS LTDA;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;1445,74;1248,408;197,332;2,27E-13;1,29484E+13
21;40210566;33519493;M DO S S PEREIRA - ME;S;S;S;S;25/01/2022;02/02/2022;02/02/2022;2500;2500;0;0;2,17318E+12
23;25995787;33524750;BENEDITO ANTAO DE SOUSA SOBRINHO;S;S;S;S;26/01/2022;08/02/2022;02/02/2022;160;160;0;0;4,15106E+13
23;25995765;33516724;MARIA ELVINA GOMES - EPP;S;N;N;N;24/01/2022;28/01/2022;02/02/2022;490,688;399,284;91,404;0;1,11207E+13
421;52353039;33501725;BARTOLOMEU MARTINS DA SILVA ALIMENTICIOS;S;N;N;N;20/01/2022;27/01/2022;02/02/2022;181,68;155,625;26,055;0;1,35252E+11
426;75397118;33529622;M M LIMA - ME;S;N;N;N;27/01/2022;01/02/2022;02/02/2022;75,5;68;7,5;0;1,65697E+12
426;75397119;33529626;M M LIMA - ME;S;S;S;S;27/01/2022;04/02/2022;02/02/2022;20,96;20,96;0;0;1,65697E+12
421;42510991;33528492;BENEDITO TIAGO SILVA LOPES - ME;S;N;N;N;27/01/2022;27/01/2022;02/02/2022;39,16;33,4;5,76;0;3,74519E+13
23;25995735;33431077;GERALDA MARIA DE CARVALHO E SILVA ME;S;N;N;N;10/01/2022;14/01/2022;02/02/2022;618,452;555,412;63,04;0;6,33282E+13
23;25995788;33538342;GERALDA MARIA DE CARVALHO E SILVA ME;S;N;S;N;28/01/2022;08/02/2022;02/02/2022;384,604;330,38;54,224;0;6,33282E+13
421;92213482;33528894;LINO E SILVEIRA LTDA ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;91,2;72,8;18,4;1,42E-14;1,49859E+13
23;59537189;33549901;SENDAS DISTRIBUIDORA S/A;S;N;N;S;28/01/2022;01/02/2022;02/02/2022;8748;8748;0;0;6,05722E+12
23;59537476;33559427;SENDAS DISTRIBUIDORA S/A;N;;;;28/01/2022;04/02/2022;02/02/2022;19709,78;15588;0;4121,78;6,05722E+12
421;57380277;33535889;ANTONIA GLECIA JORGE DE SOUSA 0307087930;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;48,8;44,6;4,2;-7,11E-15;4,01015E+13
01M;45567577;33553301;FORTMAR HOTEIS E TURISMO LTDA;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;20;20;0;0;5,09453E+12
421;74844606;33520749;A N DA COSTA AVIAMENTO E VARIEDADES;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;53,725;47,275;6,45;0;1,93912E+13
421;18767534;33519142;W. R. C. DE OLIVEIRA - ME;S;N;N;N;25/01/2022;31/01/2022;02/02/2022;39,32;36,92;2,4;0;2,40655E+13
421;33524940;33518612;MARCOS VENICIOS P GOMES ME;S;N;N;N;25/01/2022;01/02/2022;02/02/2022;31,28;28,88;2,4;3,55E-15;7,41349E+13
421;52353054;33507621;ANTONIA TIMBO DE FREITAS 58198490353;S;N;S;N;24/01/2022;03/02/2022;02/02/2022;45,2;41;4,2;0;2,6992E+13
426;75397050;33474909;A G LIMA MERCEARIA;S;N;N;N;17/01/2022;24/01/2022;02/02/2022;691,334;464,904;226,43;-1,14E-13;1,01736E+12
426;75397094;33522759;A G LIMA MERCEARIA;S;S;S;S;26/01/2022;04/02/2022;02/02/2022;55,725;55,725;0;0;1,01736E+12
20;33290030;33473671;DISTRIBUIDORA DE ALIMENTOS FARTURA S/A;S;N;N;S;17/01/2022;27/01/2022;02/02/2022;6000;6000;0;0;3,72088E+12
421;65599283;33539339;SUPER ATACAREJO CENTRAL BRAGA LTDA -ME;S;S;S;S;28/01/2022;10/02/2022;02/02/2022;64;64;0;0;2,92676E+13
426;75397095;33522760;ANNE C DA SILVA LIMA;S;N;N;S;26/01/2022;01/02/2022;02/02/2022;58,5;58,5;0;0;3,37474E+13
421;42510983;33524400;IVETE MARIA FONTENELE SILVA;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;102,8;93,84;8,96;-1,42E-14;7,62708E+12
421;26912151;33537702;SUPERMERCADO ABOLICAO LTDA;N;;;;28/01/2022;03/02/2022;02/02/2022;631,624;420,464;0;211,16;1,14339E+13
421;18767480;33433894;SUPERMERCADO ELO FORTE LTDA;N;;;;10/01/2022;17/01/2022;02/02/2022;946,898;840,162;0;106,736;2,48957E+13
421;18767511;33496108;SUPERMERCADO ELO FORTE LTDA;N;;;;21/01/2022;27/01/2022;02/02/2022;902,572;759,116;0;143,456;2,48957E+13
421;18767541;33525400;SUPERMERCADO ELO FORTE LTDA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;1500;1500;0;0;2,48957E+13
421;18767542;33525401;SUPERMERCADO ELO FORTE LTDA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;1200;1200;0;0;2,48957E+13
421;30266018;33525402;SUPERMERCADO ELO FORTE LTDA;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;96;96;0;0;2,48957E+13
421;32504644;33419051;HELENO ROCHA DE ANDRADE;S;N;N;N;07/01/2022;13/01/2022;02/02/2022;843,162;806,894;36,268;0;8,48491E+12
421;32504703;33497946;HELENO ROCHA DE ANDRADE;S;N;N;N;21/01/2022;27/01/2022;02/02/2022;146,491;127,836;18,655;2,84E-14;8,48491E+12
23;78938006;33514989;LEONILTON DE SOUSA BARBOSA;N;;;;25/01/2022;04/02/2022;02/02/2022;331,54;294,34;0;37,2;7,41715E+12
421;51024891;33561220;DATERRA COMERCIAL DE ALIMENTOS LTDA;S;S;S;S;31/01/2022;04/02/2022;02/02/2022;18300;18300;0;0;3,07219E+13
421;51024912;33561221;DATERRA COMERCIAL DE ALIMENTOS LTDA;S;S;S;S;31/01/2022;04/02/2022;02/02/2022;18300;18300;0;0;3,07219E+13
433;62121637;33461392;C B DE PAIVA & CIA LTDA.;N;;;;14/01/2022;21/01/2022;02/02/2022;322,2;311,4;0;10,8;2,11443E+13
433;62121638;33461348;C B DE PAIVA & CIA LTDA.;N;;;;14/01/2022;21/01/2022;02/02/2022;715,782;679,162;0;36,62;2,11443E+13
433;62121639;33461396;C B DE PAIVA & CIA LTDA.;N;;;;14/01/2022;21/01/2022;02/02/2022;902,394;880,29;0;22,104;2,11443E+13
21;69802346;33230214;COMERCIAL SERVBEM LTDA - ME;N;;;;03/12/2021;08/12/2021;02/02/2022;4154,054;3930,766;78,72;144,568;5,01808E+12
21;69802443;33454814;E P DE SOUSA;N;;;;13/01/2022;19/01/2022;02/02/2022;2570,476;2361,864;0;208,612;2,95599E+12
21;69802377;33286772;JOSE RIBAMAR LIMA CARVALHO;N;;;;13/12/2021;17/12/2021;02/02/2022;2771,094;2515,126;0;255,968;1,02684E+13
21;69802431;33442312;JOSE RIBAMAR LIMA CARVALHO;N;;;;11/01/2022;19/01/2022;02/02/2022;1536,166;1202,494;0;333,672;1,02684E+13
21;69802432;33442313;JOSE RIBAMAR LIMA CARVALHO;S;N;N;S;11/01/2022;19/01/2022;02/02/2022;388,895;388,895;0;0;1,02684E+13
21;69802433;33442387;JOSE RIBAMAR LIMA CARVALHO;N;;;;11/01/2022;14/01/2022;02/02/2022;1816,366;1479,504;0;336,862;1,02684E+13
21;69802434;33442391;JOSE RIBAMAR LIMA CARVALHO;S;N;N;S;11/01/2022;19/01/2022;02/02/2022;388,895;388,895;0;0;1,02684E+13
20;37840159;33525258;A. CLEITON GONCALVES SILVA - ME;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;52;52;0;0;2,50649E+13
20;37840160;33525260;A. CLEITON GONCALVES SILVA - ME;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;0,48;0,48;0;0;2,50649E+13
421;56090779;33519235;ANTONIO AMAURI MAGALHAES ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;52,928;50,528;2,4;0;6,34797E+13
421;26912139;33535457;ROSANGELA SANTOS UCHOA DE MIRANDA - ME;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;100;100;0;0;7,33909E+12
21;69802463;33515176;JOELSON GUIMARAES SILVA 92173101315;N;;;;21/01/2022;02/02/2022;02/02/2022;103,66;84,88;0;18,78;3,02442E+13
421;65599271;33539333;PEDRO ARAUJO CITO ME;S;S;S;S;28/01/2022;10/02/2022;02/02/2022;3,715;3,715;0;0;1,17477E+13
21;73909085;33409064;LINDINALVA SOARES RIBEIRO FARIAS 45206813320;S;N;N;S;05/01/2022;12/01/2022;02/02/2022;50,4;50,4;0;0;4,03693E+13
21;73909155;33509988;LINDINALVA SOARES RIBEIRO FARIAS 45206813320;N;;;;24/01/2022;02/02/2022;02/02/2022;150,4;130;0;20,4;4,03693E+13
23;65906320;33530041;A C DE BRITO NETO - EPP;S;N;S;N;27/01/2022;07/02/2022;02/02/2022;248,44;192,46;55,98;0;5,06875E+11
23;65906321;33536044;A C DE BRITO NETO - EPP;S;N;S;N;28/01/2022;07/02/2022;02/02/2022;40,8;25,4;15,4;0;5,06875E+11
23;50525111;33534452;EUQUERIO DOS SANTOS CORREA ME;N;;;;27/01/2022;07/02/2022;02/02/2022;75,51;49,16;0;26,35;1,02014E+13
421;51365209;33418560;COML DE ALIM VAREJAO CHOCOBALAS LTDA;N;;;;07/01/2022;13/01/2022;02/02/2022;1040,202;984,542;0;55,66;9,1966E+12
421;51365236;33459776;COML DE ALIM VAREJAO CHOCOBALAS LTDA;S;N;N;N;14/01/2022;20/01/2022;02/02/2022;446,6;434,6;12;0;9,1966E+12
421;51365270;33497294;COML DE ALIM VAREJAO CHOCOBALAS LTDA;N;;;;21/01/2022;27/01/2022;02/02/2022;922,152;887,152;0;35;9,1966E+12
421;51365317;33536844;COML DE ALIM VAREJAO CHOCOBALAS LTDA;N;;;;27/01/2022;03/02/2022;02/02/2022;4137,2;4062,9;0;74,3;9,1966E+12
421;51365320;33538734;COML DE ALIM VAREJAO CHOCOBALAS LTDA;N;;;;28/01/2022;03/02/2022;02/02/2022;1041,96;941,6;16;84,36;9,1966E+12
421;32504706;33515930;AGRIJALMA ALBUQUERQUE OLIVEIRA ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;36,492;28,492;8;-7,11E-15;4,14276E+13
23;65906319;33537740;R MACHADO DE CARVALHO;S;N;S;N;27/01/2022;07/02/2022;02/02/2022;304,776;248,036;56,74;0;3,38083E+13
23;65906317;33523864;MACHADO MACHADO SUPERMERCADO LTDA;S;N;S;N;26/01/2022;07/02/2022;02/02/2022;233,13;180,34;52,79;0;1,97038E+13
21;25152443;33556161;R H R MARINHO & CIA LTDA - ME;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;410,71;248,57;162,14;0;1,17019E+13
23;50525112;33537267;P. ARAUJO DE OLIVEIRA - ME;N;;;;28/01/2022;07/02/2022;02/02/2022;113,058;76,748;0;36,31;1,99582E+12
421;65599221;33515659;GENIVAL GOMES DA SILVA;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;100;100;0;0;1,31971E+13
433;24245840;33514656;THAYNA OLIVEIRA CAZUZA;S;N;N;N;25/01/2022;31/01/2022;02/02/2022;113,7;73,9;39,8;0;2,315E+13
433;59162833;33501138;SUPERMERCADO PAI E FILHO LTDA;N;;;;21/01/2022;31/01/2022;02/02/2022;634,93;596,158;0;38,772;4,35186E+12
433;59162834;33501139;SUPERMERCADO PAI E FILHO LTDA;N;;;;21/01/2022;31/01/2022;02/02/2022;475,552;454,182;0;21,37;4,35186E+12
433;59162835;33501140;SUPERMERCADO PAI E FILHO LTDA;N;;;;21/01/2022;31/01/2022;02/02/2022;1347,3;1168;0;179,3;4,35186E+12
421;74844602;33520602;MARIA AURINETE PEREIRA MEDEIROS 03768183360;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;29,5;26,14;3,36;0;2,00309E+13
421;74844603;33520605;MARIA AURINETE PEREIRA MEDEIROS 03768183360;S;N;S;N;26/01/2022;03/02/2022;02/02/2022;58,03;47,8;10,23;0;2,00309E+13
421;31633258;33559930;NOSSO ATACAREJO COMERCIO DE GENEROS ALIM;S;S;S;S;31/01/2022;03/02/2022;02/02/2022;13200;13200;0;0;2,91422E+13
421;31633259;33559931;NOSSO ATACAREJO COMERCIO DE GENEROS ALIM;N;;;;31/01/2022;03/02/2022;02/02/2022;6538;4938;0;1600;2,91422E+13
421;32504728;33530746;ADRIANINA BRITO APOLINARIO COELHO & CIA;S;N;S;N;27/01/2022;03/02/2022;02/02/2022;93,188;70,728;22,46;1,42E-14;3,49616E+12
421;18767562;33537315;EMPREENDIMENTOS MILANO LTDA - ME;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;50;50;0;0;4,3581E+13
421;33524937;33515341;OSMAR FERNANDES DA SILVA LANCHONETE - ME;S;N;N;S;25/01/2022;01/02/2022;02/02/2022;60;60;0;0;4,86839E+12
421;42510977;33517781;M ELIENE DA ROCHA SILVA - ME;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;39,2;34,4;4,8;7,11E-15;3,65084E+12
01M;29864519;33499696;COM VAREJISTA DE ALIM O IRMAO LTDA;S;N;N;N;21/01/2022;25/01/2022;02/02/2022;1402,02;1223,7;178,32;0;1,5346E+13
01M;29864543;33558795;COM VAREJISTA DE ALIM O IRMAO LTDA;N;;;;31/01/2022;04/02/2022;02/02/2022;5649,17;5087,98;0;561,19;1,5346E+13
421;51365240;33476068;T LUIZ DE AGUIAR - ME;S;N;N;N;17/01/2022;27/01/2022;02/02/2022;284,17;267,16;17,01;0;7,20789E+13
421;51365281;33513145;T LUIZ DE AGUIAR - ME;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;313,6;313,6;0;0;7,20789E+13
21;30265329;33521139;RANCHO SUPERMERCADOS LTDA;S;N;N;S;21/01/2022;28/01/2022;02/02/2022;8;8;0;0;3,72346E+13
21;8217180;33350166;RANCHO SUPERMERCADOS LTDA;N;;;;22/12/2021;30/12/2021;02/02/2022;1054,838;1025,758;0;29,08;3,72346E+13
21;8217218;33459625;RANCHO SUPERMERCADOS LTDA;N;;;;14/01/2022;21/01/2022;02/02/2022;1120,114;1057,554;0;62,56;3,72346E+13
21;8217231;33521138;RANCHO SUPERMERCADOS LTDA;S;N;N;S;21/01/2022;28/01/2022;02/02/2022;80;80;0;0;3,72346E+13
421;65599237;33530508;SILVIO EVANGELISTA POMPEU FILHO 00346714397;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;50;50;0;0;2,86442E+13
20;75150628;33523295;RAIMUNDO FAUSTINO FIGUEIREDO RODRIGUES - ME;S;N;S;N;26/01/2022;04/02/2022;02/02/2022;275,8;267,8;8;0;1,3289E+11
20;75150629;33523297;RAIMUNDO FAUSTINO FIGUEIREDO RODRIGUES - ME;N;;;;26/01/2022;04/02/2022;02/02/2022;180,84;149,8;0;31,04;1,3289E+11
20;75150630;33523303;RAIMUNDO FAUSTINO FIGUEIREDO RODRIGUES - ME;S;N;S;N;26/01/2022;04/02/2022;02/02/2022;207,336;180,536;26,8;0;1,3289E+11
20;75150632;33523310;RAIMUNDO FAUSTINO FIGUEIREDO RODRIGUES - ME;S;S;S;S;26/01/2022;04/02/2022;02/02/2022;20;20;0;0;1,3289E+11
01M;96901092;33552947;SUPERMERCADO NOVO MARANGUAPE LTDA ME;N;;;;31/01/2022;02/02/2022;02/02/2022;1303,06;1099,38;0;203,68;7,77038E+12
01M;96901101;33553324;SUPERMERCADO NOVO MARANGUAPE LTDA ME;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;800;800;0;0;7,77038E+12
421;33524932;33510384;EDIVANDO DA CONCEICAO 78533821387;S;N;N;S;24/01/2022;01/02/2022;02/02/2022;500;500;0;0;2,17679E+13
421;65812700;33527675;JESOMAR VASCONCELOS DE QUEIROS - ME;S;N;S;N;27/01/2022;04/02/2022;02/02/2022;32,4;19,92;12,48;-7,11E-15;1,74524E+13
421;51365316;33534684;DENILSON DE CASTRO SILVA ME;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;33,888;33,888;0;0;1,42056E+13
20;68190685;33510525;JOSE IURY PINHEIRO DE MELO 06096767338;N;;;;24/01/2022;03/02/2022;02/02/2022;35,615;28,755;0;6,86;3,56978E+13
421;18767519;33499579;RAFAELA COLARES LIMA 05139204398;S;N;S;N;21/01/2022;03/02/2022;02/02/2022;59,4;54,6;4,8;0;3,57023E+13
421;51365277;33508079;JOSE CARLOS NEPOMUCENO ME;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;34,48;34,48;0;0;6,34923E+13
421;51365289;33515786;I.L.A DE SOUSA;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;33;30,6;2,4;0;1,13735E+13
421;51365221;33440097;IVAN DE ALCANTARA AZEVEDO 03160039307;S;N;N;N;11/01/2022;17/01/2022;02/02/2022;72,03;52,32;19,71;0;1,22007E+13
421;51365290;33518954;IVAN DE ALCANTARA AZEVEDO 03160039307;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;143,048;138,248;4,8;0;1,22007E+13
421;51365293;33518958;C M R RIBEIRO;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;70,372;61,204;9,168;0;3,45909E+13
421;51365288;33515767;M MESSIAS DE AZEVEDO ME;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;55,936;55,936;0;0;1,07622E+13
421;51365302;33521017;ROBERVALDO BRITO NEVES 08254547351;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;42;42;0;0;3,2993E+13
20;68190697;33522407;ELISSON V DE SOUZA MERCEARIA;N;;;;26/01/2022;03/02/2022;02/02/2022;106,64;77,18;0;29,46;2,47558E+13
433;62121613;33406447;JULIANA LUDMILLA AQUINO ALMEIDA DE MELO - ME;S;N;N;S;05/01/2022;10/01/2022;02/02/2022;826,5;823,5;0;3;2,12562E+13
433;62121636;33459612;JULIANA LUDMILLA AQUINO ALMEIDA DE MELO - ME;N;;;;14/01/2022;19/01/2022;02/02/2022;342,22;331;0;11,22;2,12562E+13
433;62121690;33539976;JULIANA LUDMILLA AQUINO ALMEIDA DE MELO - ME;S;S;S;S;28/01/2022;04/02/2022;02/02/2022;8;8;0;0;2,12562E+13
421;51365212;33420308;JOCELIO DE MOURA SUPERMERCADO EIRELI- ME;S;N;N;N;07/01/2022;20/01/2022;02/02/2022;568,066;560,236;7,83;0;8,36474E+12
421;51365243;33480478;JOCELIO DE MOURA SUPERMERCADO EIRELI- ME;S;N;N;N;18/01/2022;27/01/2022;02/02/2022;348,176;320,236;27,94;0;8,36474E+12
421;51365299;33520970;JOCELIO DE MOURA SUPERMERCADO EIRELI- ME;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;1500;1500;0;0;8,36474E+12
421;51365300;33520971;JOCELIO DE MOURA SUPERMERCADO EIRELI- ME;N;;;;26/01/2022;03/02/2022;02/02/2022;185,75;130,025;0;55,725;8,36474E+12
421;51365273;33508255;J M DE SOUSA GOMES ME;S;N;S;N;24/01/2022;03/02/2022;02/02/2022;40,16;31,88;8,28;0;4,61795E+12
421;92213514;33537504;BRASIL FRIOS COMERCIAL EIRELI;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;50,06;28;22,06;0;1,37789E+13
421;51365284;33511220;CLERTO DE AGUIAR - ME;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;46,24;46,24;0;0;1,07588E+13
433;53183291;33531700;TONY CESAR PEREIRA DE SOUZA EIRELI -EPP;S;N;N;S;27/01/2022;28/01/2022;02/02/2022;350;350;0;0;4,76966E+12
433;53183314;33555212;TONY CESAR PEREIRA DE SOUZA EIRELI -EPP;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;185,75;185,75;0;0;4,76966E+12
20;68190705;33524959;JOSE ROBERTO OLIVEIRA DE FREITAS JUNIOR;N;;;;26/01/2022;03/02/2022;02/02/2022;45;15;0;30;2,45943E+13
421;42510975;33514150;RODRIGO ALVES CARNEIRO VASCONCELOS 02785441346;S;N;S;N;25/01/2022;03/02/2022;02/02/2022;38,95;33,94;5,01;7,11E-15;2,26143E+13
421;18767518;33498172;CLAUDIANA CARNEIRO VIANA 83268898300;S;S;S;S;21/01/2022;03/02/2022;02/02/2022;50;50;0;0;2,94455E+13
421;42510973;33513531;MARTA MARIA C DA SILVA - ME;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;33,6;33,6;0;0;2,41859E+13
01M;23672373;33551341;MARIA ZESA CORDEIRO SILVA 97703974315;S;N;S;N;31/01/2022;02/02/2022;02/02/2022;111,2;108,8;2,4;0;3,57147E+13
01M;23672374;33551342;MARIA ZESA CORDEIRO SILVA 97703974315;S;S;S;S;31/01/2022;02/02/2022;02/02/2022;0,96;0,96;0;0;3,57147E+13
421;52352954;33400521;DIONISIO PAULO BRITO DO NASCIMENTO ME;S;N;N;N;04/01/2022;10/01/2022;02/02/2022;339,13;295,31;43,82;0;7,45671E+11
421;52353073;33514869;DIONISIO PAULO BRITO DO NASCIMENTO ME;N;;;;25/01/2022;03/02/2022;02/02/2022;239,28;182,28;0;57;7,45671E+11
421;90070655;33417234;FRANCISCO C XAVIER MERCEARIA;S;N;N;N;07/01/2022;13/01/2022;02/02/2022;691,608;612,088;79,52;0;4,15951E+13
421;90070666;33419838;FRANCISCO C XAVIER MERCEARIA;S;N;N;S;07/01/2022;20/01/2022;02/02/2022;158,4;158,4;0;0;4,15951E+13
421;90070872;33538051;FRANCISCO C XAVIER MERCEARIA;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;666,224;533,488;132,736;0;4,15951E+13
421;90070877;33538058;FRANCISCO C XAVIER MERCEARIA;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;410,8;352,08;58,72;5,68E-14;4,15951E+13
421;90070878;33538064;FRANCISCO C XAVIER MERCEARIA;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;104,8;104,8;0;0;4,15951E+13
421;90070879;33538065;FRANCISCO C XAVIER MERCEARIA;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;473,6;441,2;32,4;5,68E-14;4,15951E+13
421;92213489;33521626;ANTONIO CARLOS BARBOSA JUNIOR - ME;S;S;S;S;26/01/2022;03/02/2022;02/02/2022;59,72;59,72;0;0;3,77973E+13
421;42579475;33509104;HIPERNACIONAL LTDA;S;S;S;S;24/01/2022;03/02/2022;02/02/2022;138,52;138,52;0;0;3,97134E+11
421;42579486;33518520;HIPERNACIONAL LTDA;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;10,168;10,168;0;0;3,97134E+11
421;42579520;33534640;HIPERNACIONAL LTDA;N;;;;27/01/2022;03/02/2022;02/02/2022;802,144;716,208;0;85,936;3,97134E+11
421;42579521;33534641;HIPERNACIONAL LTDA;N;;;;27/01/2022;03/02/2022;02/02/2022;2034,514;1873,204;0;161,31;3,97134E+11
421;42579522;33534642;HIPERNACIONAL LTDA;N;;;;27/01/2022;03/02/2022;02/02/2022;349,32;284,12;0;65,2;3,97134E+11
421;42579523;33534643;HIPERNACIONAL LTDA;S;S;S;S;27/01/2022;03/02/2022;02/02/2022;128;128;0;0;3,97134E+11
421;42579524;33534644;HIPERNACIONAL LTDA;N;;;;27/01/2022;03/02/2022;02/02/2022;15,4;7,4;0;8;3,97134E+11
421;42579540;33538325;HIPERNACIONAL LTDA;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;100;100;0;0;3,97134E+11
421;42579541;33538326;HIPERNACIONAL LTDA;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;66,4;66,4;0;0;3,97134E+11
421;52552451;33537271;SILVIA VIANA DE SOUSA 88707326300;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;33,715;25,715;8;0;1,3606E+13
421;52552438;33538195;BRUNO MENEZES LIMA 05303976335;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;30,575;30,575;0;0;3,99996E+13
421;52552155;33417859;CONVENIENCIA IRMAOS LEITAO LTDA - EPP;S;N;N;S;07/01/2022;13/01/2022;02/02/2022;3,2;3,2;0;0;2,32591E+13
421;52552300;33490605;MARIA ALVES DE OLIVEIRA SIQUEIRA ME;S;N;N;S;20/01/2022;27/01/2022;02/02/2022;34,7;34,7;0;0;2,0885E+12
433;40321209;33523548;JOAO ALVES DE SOUZA VAREJISTA ME;S;S;S;S;26/01/2022;02/02/2022;02/02/2022;11,145;11,145;0;0;4,14162E+12
421;52552440;33538197;GISLANDYA DA COSTA RODRIGUES - ME;S;S;S;S;28/01/2022;03/02/2022;02/02/2022;84,768;84,768;0;0;9,35579E+12
421;52552461;33538042;ANTONIO CARLOS DE SOUSA MERCEARIA ME;S;N;S;N;28/01/2022;03/02/2022;02/02/2022;31,07;22,955;8,115;0;1,43937E+12
421;69608198;33508551;GABRIELLA BENEDITA GOMES DA CRUZ 07991367355;S;N;S;N;24/01/2022;03/02/2022;02/02/2022;35,34;31,14;4,2;0;3,3361E+13
421;42579495;33519107;MARIA SIMONI FERREIRA SANTIAGO 07260761393;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;2;2;0;0;2,9956E+13
421;92213493;33524354;LUCIESTE MARQUES FERREIRA 36247839391;S;N;N;N;26/01/2022;31/01/2022;02/02/2022;57,12;43,84;13,28;-7,11E-15;2,0604E+13
01M;59536848;33540646;COMERCIAL VAREJISTA DE ALIMENTOS LIDERAN;S;S;S;S;28/01/2022;02/02/2022;02/02/2022;7680;7680;0;0;4,10322E+12
421;42579490;33519103;ANTONIO HELENIO GALDINO SANTIAGO 7432772;S;S;S;S;25/01/2022;03/02/2022;02/02/2022;2;2;0;0;4,94549E+12
421;32504678;33478923;FRANCISCO DE SOUSA FERNANDES 05088298366;S;N;N;N;18/01/2022;27/01/2022;02/02/2022;76,908;69,288;7,62;0;3,1731E+13
